Aleksei Sytsevich,"Say hello to Aleksei Sytsevich! [his armed assistants set explosives to blow the hatch as Sytsevich rolls over police cars, Peter swings through buildings in hot pursuit]"
Pedestrian,Spider-Man! [as he swings past a street full of people]
Peter Parker,"Hello, pedestrians! [Sytsevichs assistants blow the hatch and hop into the van where theres a container of vials, Peter then swings onto the truck and knocks on the drivers side window] Knock, knock. Mr. Criminal? [he indicates for Sytsevich to roll down the window which he does] Hey, my name is Spider-Man. You can call me Web Head, you can call me Amazing, just dont call me late for dinner, you get it? Okay! [Sytsevich goes to punch Peter but Peter dodges it then looks back through the window again] No handshake? Are you a hugger? Or not..."
Aleksei Sytsevich,Im a killer! [Sytsevich gets his gun out and starts shooting at Peter which he quickly dodges]
Peter Parker,Woh! Okay! [as Sytsevichs men open the container they get a warning message]
Container Warning,"Warning, plutonium 2-3-8 is a radio active material and is highly explosive. [it cuts OsCorp employee Max Dillon, stumbling through a crowd with an armful of blueprints]"
Max Dillon,"Excuse me. Theres room for all of us on the sidewalk, folks. Please, Ive got blueprints here. [someone knocks into him and the blueprints fall from his arms and roll into the street] A little help. Some help, please! [he starts picking them up from the middle of the street; cut back to Peter and Sytsevich]"
Peter Parker,"You having problems with your gun? Let me help you out with that. [Peter goes to grab Sytsevichs gun from his hand and the truck starts swerving] Uh...Mr. Bad, Im gonna be right back. [Peter leaps off as the truck starts ploughing into the cars ahead and he rescues Max from getting hot by a cab] Watch out! Wooh. [he helps Max up] Okay, there you go. You okay? You hurt? [Max, with his glasses knocked to the side of his face, looks at Peter in shock] Youre Spider-Man."
Peter Parker,"Costume gives it away, huh? [Peter uses his web to pick up the blueprints from the street and hands them to Max] These looks pretty important, Max. [Peter straightens Maxs glasses]"
Max Dillon,How do you know my name?
Peter Parker,Its written on your badge.
Max Dillon,But Im a nobody.
Peter Parker,"Hey, youre not a nobody. Youre somebody. [he holds out his hand] Lick that. [Max licks the tips of Peters hand and he uses it to straighten Maxs hair] Listen to me. Now, I need you. Youre my eyes and ears out here."
Max Dillon,Okay.
Peter Parker,Alright?
Max Dillon,Alright.
Peter Parker,"See you out there. [Peter swings off] [inside the back of the truck, Sytsevichs men start taking the vials from the container]"
Container Warning,"Warning, radiation critical. [Sytsevich suddenly slams onto the breaks causing the plutonium vials to topple over, outside dozens of police cars crash into the truck pinning it, so Sytsevichs men burst open the doors and start firing at the cops at which point Peter uses his web to yank the men from the truck and suspend them over the cops]"
Cop,"Hands up! [Sytsevich puts his foot on the gas and starts driving off making the vials toss around in the back, Peter then jumps into the back and starts catching the vials]"
Peter Parker,"Got ya! Got ya! Oh! Got you too! [as Sytsevich is driving off fast, Peter frantically tries to catch and keep hold of the vials] Okay! Stop it! Stop it! [Peter finally manages to catch all the vials, hanging like a chandelier on the ceiling when suddenly he drops one vial] Oh, come on! [he goes after the vial as it rolls out into the street and hangs the other vials inside a web by the side a building to keep safe] Hey, wait! Come back here! [he finally manges to catch it from the middle of the street] Got you! [just then an ambulance crashes into him] [as hes hanging onto the front of the ambulance his phone suddenly rings and he sees its Gwen] Hey, Im...Im sorry. Im running a bit late, I got stuck in some traffic. [Gwen is at her graduation]"
Gwen Stacy,"Youre timing is terrible, its started already."
Peter Parker,"I know, Im sorry."
Gwen Stacy,Where are you?
Peter Parker,"1st in Broadway, 2nd in Broadway, 3rd in Broadway. Uh...five minutes, ten tops."
Gwen Stacy,Are those sirens?
Peter Parker,No.
Gwen Stacy,Peter?
Peter Parker,No!
Gwen Stacy,Peter?
Peter Parker,No sirens. No... [Peter looks to his side and sees a police car riding along side him with Captain Stacy inside it]
Gwen Stacy,Peter? Whats happening? Peter? Peter? [Peter sees Captain Stacy looking straight at him but suddenly we see its just a cop looking a him] Hello? Peter?
Peter Parker,"Ill be right there, I promise. [he ends the call]"
Gwen Stacy,Peter...
Dr. Jallings,"Now Id like to introduce an extraordinary young lady. This years valedictorian, please welcome, Gwen Stacy. [everyone cheers for her, including Aunt May, whos sitting in the audience, as Gwen goes to the stage]"
Peter Parker,Hello!
Aleksei Sytsevich,Hey! Get off!
Peter Parker,"I told you, I am running a bit late!"
Aleksei Sytsevich,"Its over, Spider! [then we cut back and forth between the speech and Peter trying to stop the truck]"
Gwen Stacy,"I know that we all think that were immortal. Were supposed to feel that way, were graduating. But like our brief four years in high school, what makes life valuable is that it doesnt last forever, what makes it precious is that it ends. I know that now more than ever. And I say it, today of all days, to remind us that time is luck. So dont waste it living someone elses life, make yours count for something. Fight for what matters to you, no matter what. Because even if you fall short, what better way is there to live? [as Peter tries to break through the trucks windscreen the truck crashes into a bus, so Peter leaps over the bus to stop it from overturning and protect some pedestrians in the process] [as Sytsevich is shooting at Peter, Peter swings over to him and easily grabs his gun away from him]"
Peter Parker,"Ill take that. [he then takes the plutonium vial from his hand] Thats mine too. [Peter then uses his web to hold Sytsevich hands captive and then uses his web to pull down Sytsevichs trousers, Peter then turns and starts walking away] This is not over, Spider! [just then Sytsevichs gun lands on his head] [as the students are going up to the stage to receive their graduate certificates, Peter quickly swings in and changes into his graduation robe, as he walks over to the ceremony he realizes hes forgotten to take his Spider-Man mask off, as he goes to take it off one of the guests (Stan Lee) notice him]"
Graduation Guest,I think I know that guy. [just then Peters name is called out]
Dr. Jallings,"Peter Parker. Peter Parker. [Peter makes it to the stage just in time, gets his certificate and kisses Gwen on stage as everyone cheers] [Peter runs over to Aunt May as shes taking a picture of him]"
Aunt May,"Wait! Do that again! Do that again! [Peter embraces Aunt May] Whats this? I almost had the camera ready, Ill have to run up there myself!"
Peter Parker,"Well, Id love to have seen that. That would have been pretty awesome. [holding up his graduation certificate as Aunt May tries to take a picture of him] No. No. This is for you."
Aunt May,"Oh, I am so proud of you."
Peter Parker,You earned it.
Aunt May,"Sweetheart, Im so proud of you. I know the first thing that your Uncle Ben would say."
Peter Parker,"Yeah, I know too."
Aunt May,Yeah.
Peter Parker,"""You better hurry up, the partys over."""
Aunt May,No.
Peter Parker,"""Youve got to...youve got to get a job."""
Aunt May,"Alright, the second thing he would say, ""dont just follow the path, make your own trail."""
Peter Parker,Ralph Waldo Emerson?
Aunt May,No.
Peter Parker,Who did he mean then?
Aunt May,"Ben told me he made it up. [they both laugh] Well, you really did learn something here. I wish your Uncle could have been here."
Peter Parker,"Yeah, me too. And my folks."
Aunt May,"Yeah. Yeah. [Peter looks over to Gwen whos talking to her family] Alright, you can go. Go on."
Gwen Stacy,[to her family as she notices Peter] Ill be right back. Okay. [she goes over to join Peter and Aunt May]
Aunt May,"Alright, guys, get together. Get together, right now. A quick one. [Peter puts his arm over Gwens shoulder as Aunt May takes a picture of them] Alright. Cheese!"
Peter and Gwen,Cheese!
Aunt May,Okay.
Peter Parker,Alright. [Aunt May turns to leave]
Aunt May,Ill just go over there.
Peter Parker,"Yeah, just give me two seconds. Alright?"
Aunt May,Okay.
Peter Parker,Don go too far.
Aunt May,Alright.
Gwen Stacy,Good to see you.
Aunt May,Alright.
Peter Parker,Alright.
Gwen Stacy,"Did your um...did your traffic jam have anything to do with the Russian mob, and machine guns, by any chance? [she holds up her phone and shows him a photo of the OsCorp truck Sytsevich and his men had stolen and Peter had caught] Why didnt you just tell me?"
Peter Parker,"Because, what am I gonna do? You were about to give your speech. [Gwens mother calls out to her]"
Helen Stacy,"Gwen, honey?"
Gwen Stacy,Yes?
Helen Stacy,Family photo.
Gwen Stacy,"Okay. [turning to Peter] Hey, you coming for Dim Sum?"
Peter Parker,Cant keep me away.
Gwen Stacy,"Its at eight oclock, dont be late."
Peter Parker,I wont be.
Gwen Stacy,Okay. [she kisses Peter] And Im gonna do my speech for you.
Peter Parker,All night? I want to hear it all night long.
Gwen Stacy,"Im gonna do my speech for you over and over again, all night long."
Peter Parker,Okay. [Gwen turns to walks over to her family]
Helen Stacy,"Peter, join us?"
Peter Parker,"I gotta find my Aunt. I gotta find my Aunt, but uh... Im gonna catch up later. Thank you. [as Gwen joins her family Peter suddenly glimpse of Captain Stacy standing with his family and has a flashback to the moment Stacy was about to die]"
Captain Stacy,"Youre gonna make enemies, people will get hurt. So I want you to promise me something, okay? Leave Gwen out of it. Promise me that. [later that night as the Gwen is with her family at the restaurant, Peter shows up outside and watches Gwen, then decides not to go in and turns to leave, but Gwen sees him]"
Peter Parker,What are you doing? What are...? [Gwen steps out of the restaurant and goes over to him]
Gwen Stacy,Peter? What is it?
Peter Parker,Hey.
Gwen Stacy,Whats wrong? You alright?
Peter Parker,I dont know what Im doing.
Gwen Stacy,"Its my father, isnt it?"
Peter Parker,"Yeah, I see him everywhere I go. I cant...I dont know what...I dont know what to do with it. I cant get him out of my head."
Gwen Stacy,"Yeah, but weve talked about this."
Peter Parker,"I know, but Gwen..."
Gwen Stacy,Its not his choice.
Peter Parker,"Gwen, I promised him that I would keep away from you. And now Im gonna come and eat dinner with your family. How can I do this? What does that...what does this make me?"
Gwen Stacy,"I dont know, what does that make you?"
Peter Parker,It makes me not able to live with myself.
Gwen Stacy,I thought that it meant you loved me.
Peter Parker,I do love you. I love you.
Gwen Stacy,But why isnt that enough? Hm?
Peter Parker,"Because what if something happens to you, just like it happened to him because of me? [as Gwen goes to reply Peter interrupts her] No! Wait!"
Gwen Stacy,Listen. No...
Peter Parker,Wait! I cannot let that happen.
Gwen Stacy,"Listen to me. Youre Spider-Man, and I love that. But I love Peter Parker more. Thats worth it to me."
Peter Parker,I cant lose you too.
Gwen Stacy,"Because you cant lose me, we cant be together? Who does that work out for, Peter?"
Peter Parker,"I cant. Im sorry, Gwen."
Gwen Stacy,"Wow. You have done this to me, again and again. Peter, I cant live like this. I break up with you. I break up with you. [she turns and goes back into the restaurant to rejoin her family, visibly upset, Peter looks through the restaurant window at Gwen one last time before turning to leave] [the next morning, Peter goes on another city patrol as a radio call-in show plays in the background about Spider-Man]"
Radio Female DJ,"Good morning, New Yorkers. Looking for another beautiful day here in the city..."
Radio Male DJ #1,The city increases in sightings of Spider-Man spark a national debate over the role of vigilantes in American crime fighting.
Radio Male DJ #2,How about that Spider-Man? Last night on Manhatten Bridge he saved a dozen lives. We want to hear your calls.
Radio Male Guest #1,I think without Spider-Man thered be no hope for this...
Radio Male Guest #2,"Well who do you think pays the bills for all the damages he causes, huh? Its you and me, taxpayers! [Peter rescues a school kid from a gang of bullys attacking him, as the kids leave Peter picks up the the kids science project from the ground]"
Peter Parker,You did this?
Gordon,Yes.
Peter Parker,"This is a wind turbine! You made this? [Gordon nods his head] No way! This is amazing! [he mends the broken wind turbine with a couple of shots of his web] As good as new, right? [he gives the project back to Gordon, whos smiling] Ill walk you home. [Peter starts walking Jorge home] Whats your name?"
Gordon,Gordon.
Peter Parker,"Gordon, Im...Im Spider-Man. [we see a montage as the radio call-in show debates carry one while we see Peter save a girl from getting hit by a cab]"
Radio Male Guest,I dont feel like my kids are safe with him out there. Get out of the way and let the police do their job!
Radio Female DJ,Some folks think that there might be more than one man. What do you think? One guy or many? [we see Peter changing his Super-Man clothes several times after hes been saving people]
Radio Female Guest,"Id love to know whos behind that mask. [we see Peter standing in the street with a group of people wearing fancy dresses, the woman next him dressed as Statue of Liberty looks at him]"
Fancy Dressed Pedestrian,"Hey, nice outfit."
Peter Parker,Thanks. [Peter steps out into the road and grabs the back of an ambulance to hitch a ride]
Radio Male DJ,We have a caller on the line who say hes met Spider-Man.
Max Dillon,"Listen, Im upset. Spider-Man to me is being misunderstood. Hes a very very good person, hes protecting us. Not only that, but he saved my life one time, which is when we came best friends. [after getting a cold, Peter goes to a bodega to buy some medicine and notices the the cashier is being robbed, he saves the cashier by taking down the robber with his web and then goes to the counter to buy his medicine]"
Peter Parker,How much?
Bodega Cashier,"Hey, youre that Spider guy! [Peter struggles to speak due to his heavy cold]"
Peter Parker,Im Spider-Man.
Bodega Cashier,Huh? [suddenly Peter sneezes]
Peter Parker,"Im Spider-Man. [Peter then notices a newspaper which has his photo on the front cover with the headline ""Spider-Menace?"", frustrated Peter leaves the store]"
Radio Male Guest,"This Spider-Man guy, hes not the police, hes not a fireman. What gives him the right to get involved in other peoples business? [we see Peter watching over Gwen from top of a building as she walks in the street to meet her friends, as she senses someone watching she looks up but Peter quickly disappears] [Aunt May knocks on Peters bedroom door]"
Aunt May,"Peter, honey? Can I come in? [she tries turning the door knob but its locked, we see Peter just come back from saving someone looking all dirty and disheveled]"
Peter Parker,No!
Aunt May,"Peter, the final starts at nine, honey. And you said you would take my car to the shop because it keeps dieing. Remember? [Peter frantically tries to get out of his Spider-Man costume]"
Peter Parker,"Give me second, Ill be out! Im gonna get the door! Just give me a second."
Aunt May,"Peter, please just let me in, alright? [Peter climbs about in his room frantically trying to get his costume off]"
Peter Parker,Im...trying to get...!
Aunt May,The final is at nine. You said youd take my car to the shop.
Peter Parker,"Yes! Just give me a...! [suddenly Peter drops his boot and it lands on the switch for the automatic lock on his door, which accidentally unlocks the door, Peter drops down onto his bed and pulls the covers on himself] Woh! Dont come in! Stay outside! Im so naked!"
Aunt May,Peter! For goodness sake! [just as Aunt May is about to enter Peter notices his Spider-Man boot on the floor and quickly shoots out a web to grab it and pulls it under the bed covers] [Aunt May enters Peters room] You said youre gonna take my car into the shop because... [she notices Peter lying in bed under the covers with only his face showing which is covered in dirt] Are you alright?
Peter Parker,"Yeah, Im okay. Im just...Im very naked right now."
Aunt May,"What happened to your face, its filthy?"
Peter Parker,It is?
Aunt May,Yes.
Peter Parker,"Oh, yeah, yeah. I was cleaning the chimney."
Aunt May,We have no chimney.
Peter Parker,Whaaat?!
Aunt May,Youre late!
Peter Parker,I know! Im late!
Aunt May,"Downstairs, now! Alright?"
Peter Parker,Can you...can you leave. Im completely naked here.
Aunt May,"Im leaving. [as she goes to leave Aunt May notices the ceiling lamp swinging from side to side, she then leaves and closes the door]"
Peter Parker,Morning! I love you!
Aunt May,"I love you too! Hurry up! [after Aunt May leaves his room, Peter notices his fathers briefcase on the floor and has a flashback to a day when young Peter was having a family photo taken with his parents, feeling angry Peter throws the bag into his closet and uses his web to slam the door shut] [inside his apartment Max has an obsessive collection of Spider-Man paraphernalia, as he starts to shave he starts talking Spider-Man as if hes actually there with him]"
Max Dillon,"Woh-ho, look whos here? Spidey! How was your morning? He says, ""Hey, Max."" And then he says, ""Ive been out saving the world, protecting everybody. But its soon somebodys Birthday today?"" [replying to his fantasy Spider-Man] Thats why youre here. You remembered my Birthday! All the crime fighting youve been doing, and all of a sudden you take time out to come visit me? Little old me, Max. Its...its amazing. But...of course you would. Why wouldnt you visit me? Were best friends. [he opens his fridge door and acts surprised when he sees a small birthday cake inside] What are you doing? You baked me a cake? People dont get a chance to see these small kind these that you do for people. I...I know what they say about you in the press, but it doesnt matter to me because I know the real you, because youre amazing. Wow! Thats what the press needs. They should call you ""The Amazing Spider-Man."" You like that, Spidey? [pretending to be Spider-Man] I like it a lot, Max. [replying to his fantasy Spider-Man] Good, because today is going to be amazing! [suddenly the lights go out] Circuit thirty-nine. [talking on the phone as she does the laundry]"
Aunt May,"Im not late, Harvey. Ill be there in fifteen minutes. I just want to know if you can find another waitress to replace me because I start my training because I...I start my training rounds at the hospital. And dont mention any of this to Peter, I...I dont want him to know. Because hell worry, thats all. [she holds up a uniform which has a student nursing badge on it and puts it in the washing machine, suddenly Peter appears in the kitchen and Aunt May quickly changes the subject] Uh...yeah. Yeah. Okay, you got it. Uh...a double shift on Thursday. Okay. Bye. [she ends the call]"
Peter Parker,Who was that?
Aunt May,Harvey.
Peter Parker,"Doing a double shift, huh?"
Aunt May,"Sometimes. I got nothing else to do, I like the girls, I...I miss Ben. It give me a little extra in the cookie jar."
Peter Parker,"Hm. Well, I sold another...another couple of photos to the Bugle, so that ought to help."
Aunt May,"Yeah, it would really help if that guy would pay you a fair wage."
Peter Parker,"Oh, Jameson...Jameson pays me a fair wage, if it was 1961, hed pay me a fair wage. [Peter goes to put his Spider-Man costume into the laundry but Aunt May stops him, neither wanting their secrets revealed]"
Aunt May,"Hey! Hey! Hey! Wait, wait, wait! What are you doing? What are you doing? What are you doing? No, I do the laundry."
Peter Parker,Im doing my laundry.
Aunt May,"No, I do the laundry. This is my..."
Peter Parker,"No, I know. Im..."
Aunt May,"No, this is my job. Ive been doing your laundry since you were six years old."
Peter Parker,"I understand that, but Im in college now. I think its time that I took care of my own dirty underwear."
Aunt May,You know what? I...the last time you did the laundry you turned everything blue and red! So no!
Peter Parker,That was a mistake!
Aunt May,Yeah.
Peter Parker,Because I was washing the...the...the American flag. My...can I please just...
Aunt May,No one washes the flag!
Peter Parker,"I do, and I wont anymore! Forget it, fine! Can I just do my laundry?"
Aunt May,This is my machine!
Peter Parker,Its just underwear! Please!
Aunt May,"This is my laundry, my home, my machine! Back off! Eat your breakfast. [she holds up a sandwich]"
Peter Parker,"Alright, laundry sheriff. Ill do it later."
Aunt May,Ill do it.
Peter Parker,"No, forget it."
Aunt May,Give it to me.
Peter Parker,"No, Ill do it some other time. Forget it. [Peter takes the sandwich and turns to leave] [we see Max walking to work at OsCorp, he knocks into another pedestrian as he walks]"
Pedestrian,Hey!
Max Dillon,"Excuse me. [he then approaches the main building door where all the workers are entering and says to himself with frustration] Lock jam. Come on, come on, come on."
OsCorp Employee,"Watch it, buddy. [inside the building K.A.R.I (Kinetic Artificial Reactive Intelligence), OsCorps artificial intelligence is giving a virtual presentation]"
Kari,"OsCorp Industries is proud to announce the worlds first electromagnetic power grid. By converting aging power stations into a field of hydro electric towers, we are generating clean, green, sustainable energy to power Manhattan and finally the rest of the world... [Max enters the building and his boss, Alistair Smythe, notices him as he walks past him]"
Alistair Smythe,"Dillon, youre late."
Max Dillon,"Double decker trains were so slow, sir."
Alistair Smythe,Dont you realize that OsCorp is now responsible the entire citys energy?
Max Dillon,"Oh, I do. I submitted a lot of designs for the power grid, and...and they used a lot of them. And I noticed that in those power grids were designed by me."
Alistair Smythe,You designed them? Sure you did. And Im Spider-Man. [suddenly Max flips out and grabs hold of Smythe]
Max Dillon,"Youre no Spider-Man, hes a Leo youre a Sagittarius! You ever speak of him again, Im gonna rip your flat-goon head off! [suddenly we realize that Max was just fantasizing as Smythe and Max are stood in the same position]"
Alistair Smythe,Now get to work. [Smythe turns and walks off] [Max enters the elevator]
Kari,"What floor, please?"
Max Dillon,Seventy-four.
Kari,Thank you. [just as the elevator doors are closing Gwen calls out]
Gwen Stacy,"Oh, hold that! [Max holds the elevator doors open for Gwen to enter]"
Max Dillon,I got it.
Gwen Stacy,"Thank you, youre a gentleman. Most people would have just let the doors close."
Max Dillon,"Yeah, well, most people dont notice other people."
Kari,"What floor, please?"
Gwen Stacy,"Um, sixty-three..."
Max Dillon,I got it. What is it?
Gwen Stacy,"Uh, sixty-three."
Max Dillon,"[to Kari] Sixty-three, please."
Kari,Thank you.
Max Dillon,In a hurry.
Gwen Stacy,Thank you.
Max Dillon,Um...Im uh...Max. Max Dillon.
Gwen Stacy,Im Gwen. Nice to meet you.
Max Dillon,Nice to meet you.
Gwen Stacy,Is it your birthday? [referring to the flyer in Maxs hand] The...
Max Dillon,"Oh, yeah! Well, I...a friend of mine made this flyer. Im having a birthday party in a big club, a lot of celebrities."
Gwen Stacy,Wow.
Max Dillon,"I would like to invite you, its just that the guest list is closed."
Gwen Stacy,"Oh, got it."
Max Dillon,Yeah.
Gwen Stacy,"Got it. Well, thank you, anyway. [Gwen and Max notice the news on elevator monitor about Spider-Man saving people from a fire]"
News Reporter,"...this guy, dressed up as Spider-Man, hanging out near the blaze"
Max Dillon,"It must be cool, huh? To have the whole world look at you like that. You know Spider-Man saved my life one time. Out of all the people in the whole city, he saved me. He said he needed me."
Gwen Stacy,It must be a good feeling.
Kari,Floor sixty-three. [just then the elevator stops and the doors open]
Gwen Stacy,"Oh, it was nice to meet you, Max. [Gwen, steps out of the elevator and walks off, Max suddenly realizes she called him by his name]"
Max Dillon,Wait! She remembered my name! [as he goes to follow her out of the elevator the doors close in his face] [Menken drives Harry Osborne to his fathers house]
Donald Menken,"Welcome home. [they walk up to Norman Osborns bedroom door] Its dark in there. Your eyes will adjust. Its better this way. [Menken opens the door and Harry steps into the dark room which has machines helping Osborn stay alive, Harry walks over to the bed and opens the curtains and notices Osborns skin is discolored] Dad. [Harry sits by the bedside]"
Norman Osborn,"This is not how I imagined I would die, looking at my son and seeing a stranger. You had such potential, Harry. Such fierce intelligence, and youre throwing it all away."
Harry Osborn,"No, you threw me away. You kicked me off to boarding school when I was eleven. On my sixteenth birthday you sent me scotch, or one of your assistants did. Im pretty sure because the card read, ""With compliments, Norman Osborn."""
Norman Osborn,"I dont expect forgiveness from you anymore. I dont believe in miracles. How could you possibly understand that youre a child who Id had to be sacrificed for something greater. And not just for me, for you! Are your hands started to twitch yet? When you lay awake and you feel it coming, hiding under your skin, waiting to show itself. To show you who you really are! [Osborn coughs] Retroviral hyperplasia. I never told you, but its genetic. Our disease. The Osborn curse. And it began at your age. Let me see it. Your hand, give it to me. [Harry slowly gives his hand to Osborn who holds it in his claw like hands] The greatest inheritance I can give you isnt merely money, its this. [he places a small drive in Harrys hand] A sum total of all my work, everything I did to stay alive. Maybe you can succeed where I failed. [Harry holds the drive in his hand] [Peter is sat in a coffee shop writing an email to his boss at the Daily Bugle with a photo of himself in his Spider-Man suit swinging away from a building]"
Peter Parker,"""Dear Mr. Jameson. New pix and invoice enclosed. I think you should consider that maybe Spider-Man is trying to help. Sincerely, Peter Parker."" [as soon as he sends the email he sees a reply from Jameson pop up with the subject heading ""Wrong!!!"", just then Peter sees the news reporting Osborns death]"
News Reporter,"News just in, Norman Osborn, the legendary founder and CEO of OsCorp Industries has died. The Osborn estate has confirmed he is survived by his only son, Harry Osborn, who is the sole heir of the OsCorp corporate empire..."
Peter Parker,Harry.
News Reporter,Osborn fundamentally changed the medical professions approach to human healing and effected the lives of millions. [a footage of Norman Osborn giving a presentation is shown]
Norman Osborn,"I started OsCorp because I looked at the world around me and I thought, we can do better, and we should do better. Einstein said the world cannot be changed without changing our thinking. But change isnt just a slogan, it begins with hard work. Change begins with persistence and commitment. [at OsCorp the department head is giving a speech to the employees which includes Gwen]"
OsCorp Department Head,"Mr. Osborn changed the world, and now its up to each of us to ensure that his hopes and dreams remain alive. But not today. Today... [just then Gwens phone rings]"
Gwen Stacy,Hello?
Oxford University,Is this Gwen Stacy?
Gwen Stacy,"Yes, it is. Whos calling?"
Oxford University,"Im calling from the Oxford Scholars Program, we have some exiting news."
Alistair Smythe,"Woh. Dillon, you stay here."
Max Dillon,What?
Alistair Smythe,Theres a current flow problem in the genomics lab. Why dont you stay and take a Look at that? [Smythe turns to get into the elevator]
Max Dillon,"But its my birthday. Everybody else is leaving, why do I have to stay?"
Alistair Smythe,Because youre special. [Smythe steps into the elevator]
Max Dillon,"Smythe...I mean, Mr. Smythe."
Alistair Smythe,Happy birthday. [the elevator doors close and Max is left alone] [Max enters the lab where theres large tanks with eels floating inside]
Kari,Bio electrogenesis. The generation of electricity by living organisms to prevent... [to the eels floating in the large tanks]
Max Dillon,"Hey, guys. At least somebodys partying. [he looks at the monitor displaying Kari and it sees the screen cutting out, he looks up to see wires sparking] Youre just a little sick. Mm-hmm, I got your medicine though. [he starts climbing up the steps to get to the wires hanging from the ceiling] And on my birthday. After all Ive done for this company, designed and created."
Kari,Warning...
Max Dillon,"I know. I bet you didnt know it was birthday, huh, did you, Kari? Think you could sing Happy Birthday for me? Well, Ill just have to sing it for myself. [he calls one of his colleagues for assistance] Gilbert?"
Gilbert,What?
Max Dillon,"Its Max. Can we shut down uh...power on sector uh...thirty-two, please?"
Gilbert,"Forget it, Im out the door."
Max Dillon,"What do you mean? Listen, Im up here, its dangerous."
Gilbert,"Sorry, Max. [the line goes dead]"
Max Dillon,"Hello? [theres no reply] Alright, Ill do it myself. And Ill sing Happy Birthday to myself. [Max climbs onto the edge of railing to get to the wires and starts to repair them] Happy Birthday...to me. Happy Birthday, dear Max. Happy Birthday...to me. [he holds the end of the two detached wires and attaches them to each other as he goes to put them in place suddenly he gets electrocuted, loses his balance and falls into the eel tank where the eels attack Max and he mutates into a living electric generator]"
Kari,System restored. Have a nice day. [Harry is in a meeting with the OsCorp board members]
Donald Menken,"Harry, OsCorps been under intense public scrutiny in the wake of Dr. Connors recent uh... breach of trust. [Harry twirls the drive Osborn had given to him before he died in his hand]"
