wolverine,"guys, i think we tripped the alarm or something."
iron man,looks like the partys in full swing. is that... the leader?!!
the leader,hulk? you brainless babbling beast! i am finally free to destroy you!
hulk,leeader is enemy! hulk smash big head!!!
abomination,aaaw... teddy... love my teddy... what? what? aww... quiet down! its not time to get up yet! whoooooahh!
iron man,here we go. this machine could locate sabretooth for us.
sabretooth,wait a minute... get outta here!!! gaaaahhh!!!!
iron man,"now we know which floor hes on. jarvis, can you hack into the elevator controls? we need to get there right now!"
jarvis,"yes, sir. connecting to elevator controls."
sabretooth,you made it for the big escape.
carnage,(laughs)
red skull,(laughs)
rhino,(growls)
red skull,(laughs)
wolverine,supervillains everywhere.
hulk,(roars)
iron man,"supervillains, meet my super-suit."
magneto,"yes, that suit. it requires some tailoring..."
iron man,"is it me, or did it get drafty in here?"
sabretooth,time to finish this!
wolverine,"finally! come at me, bub! looks like we gotta throw somethin heavy to take him out! magneto:pardon me the interruption but its time we were going."
hulk,(roars)
wolverine,"(growls) cmon, ya big, green gorilla."
abomination,(roars)
magneto,"ah, mystique."
abomination,nothing can stop us now! grrr! guh!! i cant see!
wolverine,shining those searchlights in abominations face might give us the upper hand...
abomination,argh! bright light!
phil coulson,what a mess. who else got away?
wolverine,"(sniffs) im gettin other supervillain scents here... mandarin, red skull and... loki. wheres thor?"
phil coulson,in asgard. he needs to know about this.
captain america,moms apple pie! weve got to save america from the red skull!
hulk,hulk smash skull! hulk rip pants!
captain america,"thats why my red, white and blue uniform is form-fitting yet flexible. i love american ingenuity."
wolverine,i have some tracking to do. ill keep in touch. or not.
captain america,"tony, lets get back to stark tower and into something, uh less revealing."
tony stark,"oh, i have a great new outfit i put together the other day."
phil coulson,"(transmission) were going to need iron man if we want to get those cosmic bricks back. head over to stark tower and suit up! man, i miss flying. all this running is making me tired! how do people live like this? wow, this is embrrassing... i left my keys in my other suit."
captain america,is there another way to open it?
tony stark,sure... we just need to think outside the box a little.
maria hill,"stark tower dominates the manhattan skyline as either a highly advanced technological research facility, or a giant monument to its owners ego. depends who you ask."
tony stark,"did i ever tell you about my party armor? it was designed like a tuxedo. for more formal battles. honey, im home?! whats with the hostile welcome. jarvis, its me... your boss-man."
jarvis,intruder alert. security activated.
tony stark,"intruders? jarvis, security override command tango oscar sierra three-nine-six-three."
captain america,were gonna have to fight in our way in.
tony stark,someone must have hacked my systems. thats the kind of thing i do to other people. what the...? great if jarvis has been hacked then i cant trust my suits either!
captain america,all of them?
tony stark,"theyre all connected to the mainframe. uh, expect for one of them."
captain america,is there any way to turn off these lasers?
tony stark,"no, not in full lock down. i might be able to disrupt their pattern buffers though. i just need an interface terminal. tony stark - genius billionaire playboy philanthropist... looks like ill have to fight without the cool sound effects... that kinda did it. we can past if we time it right. right. problem. i need my keycard to unlock the suit."
captain america,and you dont have it?
tony stark,"its just over there...on the other side of that sealed door. much better! a little old fashioned by my standards, but it should get the job done!"
captain america,"this is on impressive building, mr. stark."
iron man,now thats what i call a view. wow that is cool.
captain america,no time for that now!
jarvis,security system partially restored. requesting immediate deployment of mk42 suit.
iron man,time to suit up!
jarvis,arc reactor storage access granted.
mandarin,(laughs)
loki,(laughs)
captain america,"loki, stand down!"
loki,"my insincerest apologies, but i have need for a source of high power at low cost."
iron man,"well, you are stealing from the best."
mandarin,thats not the only thing weve stolen... where are you going?! never trust a demigod... its time to teach you so-called avengers a lesson.
iron man,"enough, tangerine! im just tired of you!"
mandarin,"you should have anticipated this, stark. heroes? there is still no such thing! you could never conceive of my vision for mankind. now i shall turn your weapons against you!"
captain america,is that the... hulkbuster armor?
iron man,yep...
captain america,and that will let him do anything the hulk can do?
iron man,yep...
jarvis,house party protocol activated.
iron man,"so, like my suit?"
captain america,i have a soft spot for the oldies.
iron man,why is it my tower can never stay in one piece?
nick fury,"were in danger. the big, bad, end-of-the-world kind of danger. initial tests by reed richards show that these bricks store the power cosmic and are the remains of the silver surfers board. if that means what i think it means, you alone have the expertise we need to help defend the earth."
mr. fantastic,it looks like both our labs have been trashed.
iron man,these bad guys love to steal our stuff.
mr. fantastic,ill get the rest of the fantastic four.
nick fury,right. turn of s.h.i.e.l.d.s arc-reactor tracking software.
iron man,tracking my arc-reactor signatures?
nick fury,"do you know how many times i have to find you at some crazy party? you see, having the best intelligence gives you the upper hand. hawkeye, black widow - youre up!"
phil coulson,(transmission) we need to get that arc-reactor back before use for purposes to dyer concerplate follow the signal and find it.
nick fury,"(transmission) agents, im zeroing in on the arc-reactors signal, but itll take a while to pinpoint exactly. it seems to be coming from the finacial district... right, weve located the signal... updating the co-ordinates now. follow the trail! uh... scratch that last update... someone spilt schwarma sauce on the monitor! patching through some accurate co-ordinates now! the signal is coming from somewhere in that area. check the surroundings for anything suspicious!"
maria hill,"standing over fourteen-hundred feet tall and weighing 365,000 tons, the empire state building was opened in 1931 and has remained one of the new york citys most recognisable landmarks ever since."
black widow,looks like wolverine beat us here.
nick fury,"(transmission) the signals gotten stronger, so follow it, agents."
black widow,"careful, barton. we dont want any nasty surprises."
hawkeye,keep your eyes peeled. we dont know whos waiting for us down here. i never miss!
black widow,that symbol looks familiar... its hydra!
hawkeye,i guess evil organizations dont spend as much on training their goons as they do on these fancy doors... this could be a problem.
human torch,you guys need any help?
black widow,this base is huge! how did it stay hidden for so long?
hawkeye,quality decorating?
human torch,flame on!
black widow,"yeah, its hydra alright. i can see red skull form here..."
hawkeye,and lokis with him? what are they planning?
black widow,looks like the door they went through is locked and theres no panel to hack it. well have to find another way around.
hawkeye,some days i just feel like a cog in the machine.
human torch,"i wouldnt look down if i were you! one small step for man, one giant climb up a hydra rocket!"
hawkeye,"going up! hey, bad guys! say something, will ya> i hat fightin in silence!"
red skull,it works. power levels are stable.
loki,excellent.
captain america,red skull! im gonna spangle you till you see stars!
red skull,still in that ridiculous outfit? you need a bigger wardrobe budget. i am the red while you are merely numb-skulls!
captain america,red skull! im here to end your evil scheme.
human torch,and i thought i was a hot head!
arnim zola,"calculations predict a 95% chance of failure, captain. you should give up now!"
captain america,after all these years i just realized that red skull has no nose!
human torch,really? how does he smell?
captain america,terrible.
red skull,"that suits looks just as ridiculous now as ze first time we met, captain! i am the future of our people. you are just a bygone relic! you cant defeat me! the red skull is always ready!"
arnim zola,hahaha! you cannot win! no you cant! pathetic insects! you cannot destroy the mighty arnim zola!
captain america,"youre getting slow in your old age, captain! you cannot defeat me!"
wolverine,i picked up the skulls trail outside the raft. he wears a stinky cologne.
captain america,"we appreciate the help, but youve destroyed the vortex. now we cant follow loki."
wolverine,"yeah, well, i get the sense that loki isnt just a hired hand in this thing. (at space)"
galactus,"chomp, chomp sweetness! (at earth)"
phil coulson,"theyll be fine, director fury. they may not be super, but they are heroes."
captain america,"colonel fury, sir, loki jumped into a vortex and vanished."
nick fury,(on communication) i know someone that can help locate him.
wolverine,ive just remembered ; i gotta go buy some more hair gel. ill catch up to you.
human torch,"something about that big rainbow road... looking at it, i just feel like... i wanna race!"
captain america,what?
human torch,"sorry, just talking to myself."
phil coulson,(transmission) weve got someone waiting for you at the foot of the bifrost. i assume you know who it is... youd better go meet him as soon as possible.
maria hill,most of what s.h.i.e.l.d. knows about thor and his people remains highly classified. what little information weve obtained about his home asgard comes form...well...this one childrens book found by dr. erik selvig in new mexico. seems pretty accurate so far...
wolverine,get a load of this guy.
human torch,"oooh, very theatrical with the lightning and everything!"
captain america,he is god of thunder. its sort of his thing.
thor,i sensed the opening of the vortex because brother loki used it as a pathway to asgard.
wolverine,what the hecks he after?
thor,he is ever after only one thing... power. and also helmets with thorns. he is really into those.
human torch,this is great! better than my rollercoaster!
thor,remain vigilant.
wolverine,what is thus thing?!!
captain america,how much longer til we get there? thor?
thor,"we shall be in asgard shortly. until then be careful not to fall into the vastness of space... prepare yourselves, mortals. asgard shall soon be in our sights!"
wolverine,uhh... lets not do that again!
captain america,"whoah... im so dizzy, im seeing stars... but so no stripes!"
thor,so much frost and ice. loki must be working with the frost giants of jotunheim!
human torch,then its good i always bring the heat! yeeeaaah!
wolverine,"quiet, matchstick!"
thor,the controls to the exit are buried! we must remove this ice somehow...
human torch,"now, if there were only someone here with the power to melt ice... oh, yeah!..."
thor,frost giants! be on your guard!
wolverine,funny... they dont look so giant to me.
thor,now we need only to charge the controls. my hammer should suffice! hurry! we must find loki!
wolverine,"a magical rainbow bridge? what next, unicorns and happy cliches?"
loki,you made it... i was beginning to worry. do you like what ive done with the place?
thor,brother! stop this madness!
loki,"oh, just chill out for the second, wont you?"
thor,villain! yeld! i will not order you again!
loki,behold! you are now under my power! ta-ta for now!
captain america,"so, this is asgard?"
thor,"why do you insist follow me, brother? going somewhere? i think not! yet again, you fall for my simple parlour tricks. are we having fun? you heroes are mere puppets, under my control! now you see me... im not finished yet... or should that be were not finished yet? how foolish you are! over here!"
thor,"the tesseract is dangerous, brother!"
loki,"oh and so am i, brother! i intend to get my revenge on you, on earth, and on asgard!"
thor,"what are you planning, loki?"
loki,you cant make me tell. you are not the god of me.
thor,ohhh! thou dost vex me with the taunt. you have used it since we ere children!
loki,do you remember this little plaything?
thor,"brother, loki, are you out of your mind?"
wolverine,i bet our tin man would love to see this one!
captain america,that thing is indestructible! there has to be a way to break lokis control over it...
human torch,"well, if you guys have any bright ideas, id love to hear em!"
wolverine,my claws aint gonna do it this time... gotta be another way!
loki,gah! you mortal pest!
captain america,the destroyer is vulnerable! take him out!
loki,be gone! asgard belongs to me!
thor,rid your mind of this madness loki!
loki,aaargh! you pathetic insect! you shall never win!
thor,brother! i do not wish you further harm! give up now!
loki,"i swear, you will kneel before me by the time this day is through! you think you have me out-numbered? well, not for long!"
human torch,look-a-likes! or should that be loki-likes?
loki,"get away, you fowl creature!"
thor,i will return the tesseract to the safe-keeping of the treasure room.
human torch,"hey, blondie, i hate to point this out, but it just got stolen from there. maybe your securitys not so good?"
captain america,s.h.i.e.l.d. has entire battalion of troops dedicated to guarding the tesseract.
thor,humans? guarding this item of immense power? please! i can rain thunder and lightning on anyone who touches it!
wolverine,i bet this glow cube can help me find magneto. i can ask chuck about that.
loki,the final pieces are coming together. soon you will rule the earth.
dr. doom,"yes, yes! but where is the power source you promised me?! its all we need."
loki,i know where it is. we can acquire it from the mutants.
dr. doom,"the x-men? very well, ive planned for every contingency. ill dispatch some associates to reacquire it."
wolverine,brought you somethin professor. figure this can help us find magneto.
professor x,"the only thing i think it will find for us... ...is unwanted attention... oh, dear."
cyclops,that doesnt sound good.
jean grey,and that doesnt look good!
phil coulson,"(transmission) x-men, do you read me? our sensors indicate the x-mansion is underattack. if you receiving this message you should get there right away."
jean grey,i guess were not getting in through the front door.
cyclops,cmon. well take the side entrance!
stan lee,help!
cyclops,calm down and turn those sprinkers on!
jean grey,its no good. he can hear you through his own deafening screams!
maria hill,"officially, professor charles xaviers institute for higher learning is in an ordinary boarding school, but the truth is it also serves as a home and shelter for young mutants with extraordinary powers... collectively known as the x-men."
cyclops,"come on, we need to rescue the students."
juggernaut,(roars)
professor x,"cylcops, jean... you need to rescue any trapped students."
jean grey,professor! i sense he is in danger!
professor x,"do not worry about me; i am safe in the cerebro chamber an object of great power called the tesseract. open the emergency escape tunnels to lead the students to safety. the escape tunnels are hidden, of course. find and open them quickly."
cyclops,magneto wouldnt attack the school unless he was desperate...
jean grey,lets get the students to safety!
cyclops,this way! quick as you can!
jean grey,"theres not much time! quickly, through here! its not safe here!"
juggernaut,im the juggernaut!!! (roars)
cyclops,"careful, jean. hes around here somewhere."
juggernaut,smashing hahaha!
jean grey,just look at this mess! we need to get through!
toad,lou lannot leslape from lee! lahaha!
storm,"put me down, you slimy toad!"
cyclops,storm! are you alright?
storm,i warned you... a storm was brewing!
toad,lo! lou loo lis loo lee! looo-aaaaaarrrrrgghhh!!
beast,"hello? come in, x-men! is anyone there?"
cyclops,beast! we read you! what is your situation?
beast,no time to explain! ive locked the school down so the doors wont open. youll need to force your way through.
storm,bobby! no...
pyro,"hot enough for ya, bobby?"
iceman,"nnngghh... this... isnt... cool! sorry i gotta be so cold with ya, buddy..."
cylcops,its the juggernaut! watch out!
juggernaut,you cant escape the juggernaut! this ice wont hold me forever!
professor x,those helpless children... you must rescue them!
jean grey,i think thats all the students rescued. now what?
magneto,im afraid your attempts to stop me are too late. failure to hand over the tesseract will result in the destruction of your precious home.
professor x,"the students are safe, you must stop magneto."
jean grey,we cant keep up! there has to be quicker route to head him off!
storm,head for the fireplace! we can use the secret passage!
juggernaut,hahaha!
jean grey,professor?!!
magneto,professor x has agreed to let me care for the tesseract.
jean grey,he has?
magneto,of course. he knows im good with technology.
cyclops,and he knows youll double-cross him at the drop of your helmet!
mystique,"hahahaha! well, thats no way to treat a lady, summers."
jean grey,make sure the children are protected. ill take care of these two.
beast,"no running in the hallway, please. how many times must i say it! no running in the hallways! oh!"
magneto,"beautiful, isnt it?"
jean grey,magneto!
magneto,we seem to have upset the natives. deal wit them!
juggernaut,dont you know who i am? im the ju...
ice man,"yeah, yeah. we get it!"
beast,"oh, my stars! we have our hands with this fellow."
juggernaut,hey! who turn out the lights?!! i cant see a thing! i can hear you! (roars) ow! what?... gah! uuuurrrgg!
ice man,i think you need to chill out a little.
juggernaut,"brr...!!! n-n-now im... m-m-m-m-m-m mad!!! ave some of this! aww, no not again!! i-i-im g-g-gonna f-f-f-f-f-finish th-th-this... n-n-now!!! huh?!! whu-hu-hu-hey! no! put me down! no! my helmet! what have you done?!!"
beast,fascinating...
jean grey,"your mind is a blank page, juggernaut... now i shall write on it..."
juggernaut,"arrrrgh! get outta my head, charles! i mean... jean... what are you trying to achieve?"
iceman,"trying breaking out of this, big guy!"
beast,oh my stars and garters!
jean grey,what does that mean? magneto got away.
professor x,that is most unfortunate. i think that means well owe nick fury a few favors.
invisible woman,thanks for sending agent coulson to help with the clean-up here.
mr. fantastic,whyd it take so long to plan?
nick fury,"approvals, countersignatures, four rounds of notes. you cant believe the bureaucracy i deal with."
mr. fantastic,if doom combines the power of the tesseract with those cosmic bricks...
nick fury,it could be very dangerous. he has to be stopped.
thing,"yeah, its..."
human torch,"ah, no, not yet."
phil coulson,"are you gonna tell them, sir?"
nick fury,"one threat at a time, coulson."
thing,"i hope you aint expectin us to walk to lateveria, reed..."
human torch,"heh, you could use the exercise... shed a few of those extra boulders..."
thing,ill shed you in a minute!
human torch,yikes!
invisible woman,"seriously, you guys?... how are you planning getting there, reed?"
mr. fantastic,"in a fantasticar, of course. i think its still stowed away in central park somehwere..."
phil coulson,"(transmission) hello, fantastic four. youve needed in lateveria right away. the fantasti-car should get you there quickly enough..."
maria hill,"deep in central europe lies a small nation known as latveria, ruled by victor von doom. dont let the rustic look of dr. dooms castle fool you; it has incredibly advanced weaponry hidden behind its stone walls. even really good internet."
nick fury,you called it the fantastic-car? nice. does it come with satellite radio?
mr. fantastic,were enterung latverian airspace.
